,qa_id,question_title,question_body,question_user_name,question_user_page,answer,answer_user_name,answer_user_page,url,category,host,question_asker_intent_understanding,question_body_critical,question_conversational,question_expect_short_answer,question_fact_seeking,question_has_commonly_accepted_answer,question_interestingness_others,question_interestingness_self,question_multi_intent,question_not_really_a_question,question_opinion_seeking,question_type_choice,question_type_compare,question_type_consequence,question_type_definition,question_type_entity,question_type_instructions,question_type_procedure,question_type_reason_explanation,question_type_spelling,question_well_written,answer_helpful,answer_level_of_information,answer_plausible,answer_relevance,answer_satisfaction,answer_type_instructions,answer_type_procedure,answer_type_reason_explanation,answer_well_written,question_body_clean,answer_clean,qa_combined
10, 56-60:\n\n\n  Theorem: If all the bridges of a connected cubic graph $G$ lie on a single path of $G$, then $G$ has a perfect matching.\n\n\nSo your instinct is true, in the sense that if the graph has no perfect matching, its bridges do not lie on a path. However the example in the beginning of this answer shows that they are not necessarily incident at the same vertex.\n','Gjergji Zaimi',https://mathoverflow.net/users/2384,http://mathoverflow.net/questions/98385,SCIENCE,mathoverflow.net,1.0,0.6666666666666666,0.0,0.6666666666666666,1.0,1.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.8888888888888888,1.0,0.7777777777777778,1.0,1.0,0.9333333333333332,0.6666666666666666,0.6666666666666666,1.0,0.8888888888888888,,,sense graph perfect matching,https mathoverflow net users,sense graph perfect matching https mathoverflow net users
11, you don\'t even need a 6-7\% return to make it a better deal to invest them. HOWEVER, I get skeptical when people compare paying interest to returns on invested money like that. If you don\'t pay the points will you actually invest that money for the 30 years (or whatever the term of the loan is)? It\'s easy to say that when you are talking theoreticals, but $5k in your pocket is also pretty tempting when the deal is done.\n\nGood luck with the new house!\n',JohnFx,https://money.stackexchange.com/users/149,http://money.stackexchange.com/questions/9620/paying-for-mortgage-points-vs-investing-that-money,LIFE_ARTS,money.stackexchange.com,1.0,0.5555555555555556,0.0,0.3333333333333333,1.0,0.3333333333333333,0.8888888888888888,0.7777777777777778,0.6666666666666666,0.0,0.6666666666666666,0.3333333333333333,1.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.7777777777777778,1.0,0.7777777777777778,1.0,1.0,0.8666666666666666,0.0,0.0,1.0,0.8888888888888888,,,,k pocket also pretty tempting deal done n ngood luck new house n,http money stackexchange com questions paying mortgage points vs investing money,k pocket also pretty tempting deal done n ngood luck new house n http money stackexchange com questions paying mortgage points vs investing money
12,'That Brazilian Guy',https://softwarerecs.stackexchange.com/users/554,http://softwarerecs.stackexchange.com/questions/2696/offline-wordpress-post-editor-creator,SCIENCE,softwarerecs.stackexchange.com,0.8888888888888888,0.3333333333333333,0.0,0.5,1.0,0.5,0.5555555555555556,0.4444444444444444,0.3333333333333333,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.6666666666666666,0.3333333333333333,0.0,0.3333333333333333,0.0,0.7777777777777778,0.7777777777777778,0.5555555555555556,0.8888888888888888,1.0,0.6666666666666667,0.3333333333333333,0.0,0.6666666666666666,0.5555555555555556,,,,,,,http softwarerecs stackexchange com questions offline wordpress post editor creator,,http softwarerecs stackexchange com questions offline wordpress post editor creator 
13, you could expect to find anecdotes of people running PCs with this option disabled for many years, and not noticing any problems.\n',sourcejedi,https://superuser.com/users/110495,http://superuser.com/questions/437845,TECHNOLOGY,superuser.com,0.8888888888888888,1.0,0.0,1.0,1.0,1.0,0.6666666666666666,0.7777777777777778,0.0,0.0,0.6666666666666666,0.6666666666666666,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,1.0,0.7777777777777778,0.7777777777777778,0.7777777777777778,0.7777777777777778,0.7333333333333333,0.3333333333333333,0.0,0.6666666666666666,0.6666666666666666,,,,,sourcejedi,technology,sourcejedi technology
14, If you want only the members and events they missed but not when they missed attendance, replace the SELECT with (test: SQL-Fiddle-2): \n\nSELECT DISTINCT\n  m.member_id AS id,\n  ed.event_id,\nFROM\n  ...\n\n\nYou could also wrap the query (as a derived table) inside an external query and do another grouping for this to work (test: SQL-Fiddle-3)\n\n\n\nAnd if you want only the members and not the events they missed nor when they missed attendance:\n\nSELECT DISTINCT\n  m.member_id AS id\nFROM\n  ...\n\n',ypercubeᵀᴹ,https://dba.stackexchange.com/users/993,http://dba.stackexchange.com/questions/24852/count-consecutive-null-rows-from-a-joined-table,TECHNOLOGY,dba.stackexchange.com,0.8888888888888888,0.3333333333333333,0.0,1.0,1.0,1.0,0.6666666666666666,0.5555555555555556,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.3333333333333333,0.0,0.0,0.6666666666666666,1.0,0.6666666666666666,1.0,1.0,0.8666666666666666,0.3333333333333333,0.6666666666666666,0.0,1.0,,,n ed event id,https dba stackexchange com users,n ed event id https dba stackexchange com users
15," no.\n\nIt is still and will likely remain the most intuitive label for sections of \""frequently asked questions\"" or similar secondary information.\n\n\n\nWhen not to use FAQ\n\nI do believe there are plenty of times where \""FAQ\"" isn\'t the right label. I think it boils down to the question of if the term you are considering as an alternative is REALLY more intuitive than FAQ. Does it describe the section better? Would the user be able to navigate there intuitively?\n'",DesignerGuy,https://ux.stackexchange.com/users/3046,http://ux.stackexchange.com/questions/18600/isn-t-the-faq-label-obsolete-by-now,TECHNOLOGY,ux.stackexchange.com,1.0,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.6666666666666666,0.5,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.6666666666666666,1.0,0.6666666666666666,1.0,1.0,0.8,0.0,0.0,0.6666666666666666,1.0,,,,,,https ux stackexchange com users,ux stackexchange com,https ux stackexchange com users ux stackexchange com
16,Deepak,https://math.stackexchange.com/users/151732,http://math.stackexchange.com/questions/962303/roots-of-this-third-degree-polynomial,SCIENCE,math.stackexchange.com,1.0,0.3333333333333333,0.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.5555555555555556,0.4444444444444444,0.0,0.0,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,0.0,0.0,0.6666666666666666,1.0,0.7777777777777778,1.0,1.0,0.9333333333333332,0.6666666666666666,0.3333333333333333,0.3333333333333333,1.0,,,,,,,http math stackexchange com questions roots third degree polynomial,,http math stackexchange com questions roots third degree polynomial 
17,joeqwerty,https://serverfault.com/users/19152,http://serverfault.com/questions/209960,TECHNOLOGY,serverfault.com,1.0,0.6666666666666666,0.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5,0.0,0.8333333333333334,0.8333333333333334,0.6666666666666666,1.0,1.0,0.8,1.0,0.0,0.5,1.0,,,,,,,http serverfault com questions,,http serverfault com questions 
18, Wesroth does manage to attack despite the long spear\n  \n  Wesroth:Attack: [Roll + + - ·] + [Fighting 3] = +4(Great)\n  \n  Quadron:Defend: [Roll + - · ·] + [Fighting 2] = +2(Fair)\n  \n  — Whoops, that\'s physical stress box #2 for me …err… Quadron. Fortunately Quadron can take it and live.\n  \n  — Not so fast, Wesroth has a Balanced longsword, and I invoke it. He feints an attack but flips the sword and uses the pommel to push Quadron\'s spear aside, easily getting inside his guard. That brings my roll into a fantastic +6. I guess that\'s a #4 stress box, which Quadron doesn\'t have\n  \n  — Oh cr*p! …\n\n\n… and it goes on like this\n',edgerunner,https://rpg.stackexchange.com/users/554,http://rpg.stackexchange.com/questions/19783/the-mechanics-of-aspects-on-weapons-armor,CULTURE,rpg.stackexchange.com,1.0,0.3333333333333333,0.3333333333333333,0.0,1.0,0.0,0.6666666666666666,0.7777777777777778,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.6666666666666666,0.0,1.0,0.6666666666666666,0.6666666666666666,0.7777777777777778,1.0,0.9333333333333332,0.0,0.3333333333333333,0.6666666666666666,0.8888888888888888,wesroth balanced longsword,quadron n n oh cr p n n n goes like n,wesroth balanced longsword quadron n n oh cr p n n n goes like n
19, a journal with no IF generally falls into one of two categories: either it is good but very new (or just not yet covered by ISI), in which case it will likely have an IF in a couple of years and the strategy will be undone, or else is it complete trash and likely predatory, in which case it will be a worse stain on your record than a moderate-IF publication, even amongst the most IF-crazy communities.\n\n\nMy only possible conclusions are that either:\n\n\nyour supervisor is seriously distorted in their thinking, or\nyour supervisor is lying to you out of embarrassment to cover the fact that they published (intentionally or accidentally) in a trash/predatory journal.\n\n',jakebeal,https://academia.stackexchange.com/users/22733,http://academia.stackexchange.com/questions/49719/is-it-wise-and-common-to-publish-in-a-peer-reviewed-journal-without-an-impact,LIFE_ARTS,academia.stackexchange.com,1.0,0.7777777777777778,0.0,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.4444444444444444,0.6666666666666666,0.3333333333333333,0.0,0.6666666666666666,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.8888888888888888,0.8888888888888888,0.6666666666666666,1.0,1.0,0.9333333333333332,0.0,0.0,1.0,0.8888888888888888,else complete trash likely predatory,nyour supervisor lying embarrassment cover fact published intentionally accidentally trash predatory journal n n,else complete trash likely predatory nyour supervisor lying embarrassment cover fact published intentionally accidentally trash predatory journal n n
20,'Martijn Pieters',https://meta.stackexchange.com/users/140890,http://meta.stackexchange.com/questions/172818/custom-stackoverflow-settings,TECHNOLOGY,meta.stackexchange.com,0.8888888888888888,0.4444444444444444,0.0,1.0,1.0,0.6666666666666666,0.7777777777777778,0.5555555555555556,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.6666666666666666,0.3333333333333333,0.0,0.0,1.0,1.0,0.6666666666666666,1.0,1.0,0.8666666666666666,0.6666666666666666,0.0,1.0,1.0,,,,,,,http meta stackexchange com questions custom stackoverflow settings,,http meta stackexchange com questions custom stackoverflow settings 
21,256 and 3072/256, and for no good reason imposes the same limits on DH. I\'ve seen a bugs.java.com entry that says this will be fixed in Java 8, but google doesn\'t find it. See also http://stackoverflow.com/questions/6851461/java-why-does-ssl-handshake-give-could-not-generate-dh-keypair-exception\nOTOH Suncle Java 7 (and 6 if you add an ECC provider) does implement ECDH right and by default gives ECDHE suites preference over DHE, so if your server supports both DH-2048 and ECDH-reasonable, it\'s okay. (For web clients in general ECDH P-256 seems best.)\n\n',dave_thompson_085,https://security.stackexchange.com/users/39571,http://security.stackexchange.com/questions/42812/1024-bit-dhe-vs-2048-bit-rsa,TECHNOLOGY,security.stackexchange.com,0.8888888888888888,0.3333333333333333,0.0,0.6666666666666666,0.6666666666666666,1.0,0.4444444444444444,0.3333333333333333,0.0,0.0,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5555555555555556,0.8888888888888888,0.6666666666666666,1.0,1.0,0.7333333333333333,0.0,0.0,0.6666666666666666,0.8888888888888888,,google find see also http stackoverflow com questions java ssl handshake give could generate dh keypair exception notoh suncle java add ecc provider implement ecdh right default gives ecdhe suites preference dhe,dave thompson,google find see also http stackoverflow com questions java ssl handshake give could generate dh keypair exception notoh suncle java add ecc provider implement ecdh right default gives ecdhe suites preference dhe dave thompson
22, the range of sane and proportionate security responses will change with it.\n',MadHatter,https://serverfault.com/users/55514,http://serverfault.com/questions/579138,TECHNOLOGY,serverfault.com,0.8888888888888888,0.7777777777777778,0.0,0.6666666666666666,1.0,1.0,0.5555555555555556,0.4444444444444444,0.3333333333333333,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.0,0.7777777777777778,1.0,0.6666666666666666,1.0,0.8888888888888888,0.9333333333333332,0.0,0.3333333333333333,1.0,0.8888888888888888,,,,,,https serverfault com users,serverfault com,https serverfault com users serverfault com
23, and inside includes all the custom terms.\n\nNot very elegant, but that\'s the best way I can came up with it :P. Hope that someone can understand this, sounds confusing. \n\nMaybe could it be possible with some callback function?.\n','Pablo Olmos de Aguilera C.',https://stackoverflow.com/users/417527,http://stackoverflow.com/questions/3358049/wordpress-custom-taxonomy-page-of-custom-post-type-listing-by-terms,STACKOVERFLOW,stackoverflow.com,0.4444444444444444,0.3333333333333333,0.0,0.6666666666666666,0.6666666666666666,1.0,0.4444444444444444,0.3333333333333333,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.6666666666666666,0.0,0.5555555555555556,0.8888888888888888,0.6666666666666666,1.0,0.8888888888888888,0.8,1.0,0.0,0.6666666666666666,0.8888888888888888,,,,sounds confusing n nmaybe could possible callback function n,http stackoverflow com questions wordpress custom taxonomy page custom post type listing terms,sounds confusing n nmaybe could possible callback function n http stackoverflow com questions wordpress custom taxonomy page custom post type listing terms
24, or no answer at all.\n\nThe best, conversely, would be that this could actually lead to a fruitful discussion and/or even collaboration.\n','Stephan Kolassa',https://academia.stackexchange.com/users/4140,http://academia.stackexchange.com/questions/21577/is-it-appropriate-to-e-mail-a-researcher-asking-about-progress-on-a-follow-up-pa,LIFE_ARTS,academia.stackexchange.com,1.0,1.0,0.6666666666666666,1.0,0.0,0.0,0.5555555555555556,0.7777777777777778,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,1.0,1.0,0.6666666666666666,1.0,1.0,1.0,0.0,0.0,0.3333333333333333,1.0,,,,would could actually lead fruitful discussion even collaboration n,http academia stackexchange com questions appropriate e mail researcher asking progress follow pa,would could actually lead fruitful discussion even collaboration n http academia stackexchange com questions appropriate e mail researcher asking progress follow pa
25,http://webapps.stackexchange.com/questions/31746/matching-gmail-filters-on-bcc-mail,TECHNOLOGY,webapps.stackexchange.com,0.8888888888888888,0.5555555555555556,0.0,0.5,1.0,1.0,0.5555555555555556,0.4444444444444444,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.0,0.7777777777777778,1.0,0.6666666666666666,1.0,1.0,0.8666666666666666,0.6666666666666666,0.3333333333333333,1.0,0.8888888888888888,,,,,,,,,webapps stackexchange com,,webapps stackexchange com 
26, and it\'s for your data\'s protection that it is doing that.\n',calyth,https://superuser.com/users/12036,http://superuser.com/questions/10024,TECHNOLOGY,superuser.com,0.6666666666666666,0.4444444444444444,0.0,1.0,1.0,1.0,0.4444444444444444,0.4444444444444444,0.6666666666666666,0.0,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0,0.0,1.0,0.6666666666666666,0.0,0.0,0.8888888888888888,0.7777777777777778,0.5555555555555556,0.8888888888888888,0.8888888888888888,0.6666666666666667,0.6666666666666666,0.0,1.0,0.8888888888888888,,,,,,https superuser com users,superuser com,https superuser com users superuser com
27,'If you FT from time domain, you end up in frequency domain, not in space domain. Of course you can use the relativistic interpretation by dividing a lightyear by a factor of c to end up with - oh," a year! But instead of that FT explanation one could of course just say \""it\'s a figure of speech as a synonym to half an eternity\""...\n'",'Tobias Kienzler',https://physics.stackexchange.com/users/97,http://physics.stackexchange.com/questions/862/does-this-statement-make-any-sense,SCIENCE,physics.stackexchange.com,0.7777777777777778,0.5555555555555556,0.0,0.3333333333333333,1.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.0,0.0,0.6666666666666666,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.0,0.7777777777777778,0.7777777777777778,0.5555555555555556,0.8888888888888888,0.7777777777777778,0.6666666666666667,0.0,0.0,0.3333333333333333,0.7777777777777778,,,space domain course use relativistic interpretation dividing lightyear factor c end oh,https physics stackexchange com users,space domain course use relativistic interpretation dividing lightyear factor c end oh https physics stackexchange com users
28, SequenceHold}\n\n\n\nAnd here is a nice documentation reference again provided by Szabolcs: http://reference.wolfram.com/mathematica/tutorial/ImmediateAndDelayedDefinitions.html\n',jVincent,https://mathematica.stackexchange.com/users/1194,http://mathematica.stackexchange.com/questions/14310/converting-expressions-into-functions,TECHNOLOGY,mathematica.stackexchange.com,1.0,0.4444444444444444,0.0,1.0,0.6666666666666666,1.0,0.4444444444444444,0.4444444444444444,0.3333333333333333,0.0,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,0.0,0.0,0.6666666666666666,1.0,0.6666666666666666,1.0,1.0,0.9333333333333332,1.0,0.3333333333333333,0.6666666666666666,0.8888888888888888,,,,,,https mathematica stackexchange com users,mathematica stackexchange com,https mathematica stackexchange com users mathematica stackexchange com
29,http://english.stackexchange.com/questions/9077/mark-outstanding-as-in-not-yet-known,CULTURE,english.stackexchange.com,0.8888888888888888,0.3333333333333333,0.3333333333333333,1.0,0.6666666666666666,0.6666666666666666,0.7777777777777778,0.5555555555555556,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.7777777777777778,0.8888888888888888,0.6666666666666666,1.0,0.8888888888888888,0.8666666666666666,0.0,0.0,0.6666666666666666,0.8888888888888888,,,,,,,,,english stackexchange com,,english stackexchange com 
